Department,District,Business,Adress,Acceptance,Category,Sub-category,Contact,Instagram,Facebook,X,Website
Usulutan,Jiquilisco,Bonny Restaurat Delicias del Mar,"13.2705799, -88.5502665",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,RESTAURANTE LA MARISCADA DE NIÑA SILVIA,"13.2706301, -88.5500883",No,Food & Beverage,Restaurants,7363 4727,,,,
Usulutan,Jiquilisco,Mixheladas Puerto el Triunfo,"13.27066, -88.5501608",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Sarita • El Malecón,"13.2706836, -88.5501463",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,JB Aromas y más,"13.2706869, -88.5501305",No,Other,Other vendors,7941 2211,,,,
Usulutan,Jiquilisco,Gasolinera El Gemelo,"13.282422, -88.458046",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,Taller Rigoberto Ortiz,"13.282422, -88.458046",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,El Rincón de Lilith,"13.2747755, -88.435839",No,Food & Beverage,Restaurants,6012 3318,,,,
Usulutan,Jiquilisco,Detalles Aurora,"13.2779423, -88.4361762",No,Other,Other vendors,6136 1790,,,,
Usulutan,Jiquilisco,Ferreteria las gemelas,"13.2601139, -88.4328775",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Billar y Restaurante Cely,"13.2604041, -88.4346621",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Tienda Medrano’s,"13.2789742, -88.4364244",No,Retail,Retailers,7321 2871,,,,
Usulutan,Jiquilisco,chalet y taqueria Garay,"13.2595168, -88.425434",No,Food & Beverage,Restaurants,7696 6247,,,,
Usulutan,Jiquilisco,Pupusería Neris,"13.2593153, -88.423198",No,Food & Beverage,Restaurants,7401 0067,,,,
Usulutan,Jiquilisco,Taller campos,"13.2657289, -88.318005",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,Reparación de Calzado,"13.2696947, -88.2578921",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,TALLER Y REPUESTOS CARLOS CABRERA,"13.2728964, -88.1585807",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Tienda Odalys,"13.273853, -88.1586749",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Taller de motos,"13.2679182, -88.1667108",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Barberia “Moreno”,"13.2719901, -88.1488952",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Barberia manfres,"13.2715169, -88.1484647",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,"Pupuseria y Cerveceria ""SANTOS HERNANDEZ""","13.2789729, -88.1510695",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Tienda Estenia,"13.2801578, -88.1676345",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Taller El Litoral,"13.2711482, -88.1270795",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Taller Viera Scapes y Radiadores,"13.2721511, -88.1272764",No,Other,Other vendors,6167 4575,,,,
San Miguel,Chirilagua,Yoli’s Gourmet,"13.2721511, -88.1272764",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Llanteria Chaparrastique,"13.272151, -88.127276",No,Other,Other vendors,6208 2849,,,,
San Miguel,Chirilagua,Tienda gladys,"13.2756644, -88.1269524",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda El Mirador,"13.2788715, -88.1251266",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Negocio Josue Ernesto's,"13.2729801, -88.0612008",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Comedor Marena,"13.2736315, -88.0609389",No,Food & Beverage,Restaurants,6015 1404,,,,
San Miguel,Chirilagua,Tienda Umaña,"13.2737202, -88.0609319",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Cancha de fútbol afederado,"13.2703728, -88.0598047",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Chalet y pupuseria Janeth,"13.2710966, -88.0596809",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Tienda leo,"13.2717453, -88.0590454",No,Retail,Retailers,-,,,,
La Union,La Unión,Subli Arguett,"13.2808698, -87.9558656",No,Other,Other vendors,-,,,,
La Union,La Unión,Tienda Blanco,"13.2829185, -87.9501673",No,Retail,Retailers,-,,,,
La Union,La Unión,Pupuseria Damaris,"13.2570516, -87.9195563",No,Food & Beverage,Restaurants,-,,,,
La Union,La Unión,Tienda agustin,"13.277714, -87.9308092",No,Retail,Retailers,-,,,,
La Union,La Unión,Soldadura angel,"13.2829474, -87.9236925",No,Other,Other vendors,-,,,,
La Union,La Unión,"Granja Los Ángeles, Sopas,Asados y más.","13.276505, -87.8933773",No,Food & Beverage,Restaurants,-,,,,
La Union,La Unión,MRS CASE FUNDA,"13.2615198, -87.8898358",No,Other,Other vendors,7289 6405,,,,
La Union,La Unión,POYAIS,"13.2624453, -87.8836447",No,Food & Beverage,Restaurants,-,,,,
La Union,La Unión,Recargas Alvarez Tigo Money,"13.2611942, -87.8850239",No,Other,Other vendors,-,,,,
La Union,La Unión,Panadería Norma Melendez,"13.2619187, -87.881185",No,Food & Beverage,Restaurants,-,,,,
La Union,La Unión,Mecanimotos 503 taller de motos las pozas,"13.2777536, -87.8025625",No,Other,Other vendors,-,,,,
La Union,La Unión,Taller de Motos,"13.2778991, -87.8025934",No,Other,Other vendors,-,,,,
La Union,La Unión,Restaurante El Apretador,"13.2800155, -87.7938985",No,Food & Beverage,Restaurants,7200 8781,,,,
La Union,La Unión,Restaurante Mi Gente',"13.2799779, -87.7938162",No,Food & Beverage,Restaurants,7594 8133,,,,
La Union,La Unión,Mariscada Carolina,"13.2799842, -87.7938171",No,Food & Beverage,Restaurants,6028 1840,,,,
La Union,La Unión,Restaurante Rikarena,"13.2799881, -87.793815",No,Food & Beverage,Restaurants,7681 7380,,,,
La Union,La Unión,sophia's restaurant,"13.2800324, -87.793856",No,Food & Beverage,Restaurants,7935 3553,,,,
La Union,La Unión,Parqueo Alvarez,"13.2803428, -87.7942676",No,Other,Other vendors,-,,,,
La Paz,San Luis La Herradura,Hotel Pacific Paradise,"13.2987632, -88.9036602",No,Accommodation,Accommodations,2347 3900,,,,
La Paz,San Luis La Herradura,Hipocampos,"13.2988403, -88.8995463",No,Other,Other vendors,-,,,,
La Paz,San Luis La Herradura,Rancho mamatino,"13.2933293, -88.8849011",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Luis La Herradura,Comedor Mamá Timo,"13.293002, -88.8844404",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Luis La Herradura,Jeanneth's Ranch,"13.2933526, -88.8850662",No,Accommodation,Accommodations,7144 9312,,,,
La Paz,San Luis La Herradura,Rancho cristina,"13.2934315, -88.8851867",No,Food & Beverage,Restaurants,7815 4732,,,,
La Paz,San Luis La Herradura,Restaurante buena vista,"13.2928343, -88.8844146",No,Food & Beverage,Restaurants,7998 0619,,,,
La Paz,San Luis La Herradura,Rancho El paso,"13.2930174, -88.8847242",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Luis La Herradura,Rancho El Amigo,"13.2929205, -88.8845769",No,Food & Beverage,Restaurants,7858 1332,,,,
San Vicente,Tecoluca,Tienda arianita,"13.290898, -88.795359",No,Retail,Retailers,-,,,,
San Vicente,Tecoluca,Hermandad ACUICOLA,"13.3038448, -88.7563586",No,Tourism,Tourist destinations,-,,,,
San Vicente,Tecoluca,El Carreto,"13.2943571, -88.7613978",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Pupusería,"13.2918208, -88.7612701",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Pupuseria San Martín,"13.3109293, -88.7339444",No,Food & Beverage,Restaurants,7971 4034,,,,
Usulutan,Jiquilisco,Agro-Ferreteria La Costa,"13.3044375, -88.7421875",No,Retail,Retailers,7665 8529,,,,
Usulutan,Jiquilisco,Salineras El Zompopero,"13.311964, -88.6461292",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,El almendrito,"13.2938193, -88.5860159",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Pupuseria Ceci,"13.3108653, -88.5762405",No,Food & Beverage,Restaurants,7955 9874,,,,
Usulutan,Jiquilisco,Mini ferreteria gerson avalos,"13.2959732, -88.5488718",No,Retail,Retailers,7000 6000,,,,
Usulutan,Jiquilisco,Ceviches Cortez,"13.3036448, -88.4958536",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Pastelería y creaciones cristy,"13.3074743, -88.4974118",No,Food & Beverage,Restaurants,7411 9005,,,,
Usulutan,Jiquilisco,Tienda dereck,"13.3075549, -88.4979224",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tortilleria niña matea,"13.3076356, -88.4989658",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Panadería yancy,"13.3051925, -88.5023769",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,"Cocteles ""EL PICHE""","13.2911672, -88.4565642",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Heladería Samuel,"13.2888752, -88.4599999",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Tu tienda local,"13.2886492, -88.4590954",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,MADERERA,"13.2910849, -88.4520311",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,Pupuseria & Antojitos Veronica,"13.2878752, -88.4586401",No,Food & Beverage,Restaurants,6076 0798,,,,
Usulutan,Jiquilisco,GCAC,"13.2880226, -88.4574817",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,flan y dely,"13.2959218, -88.376452",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Tienda Emy,"13.2986931, -88.3463648",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tienda Emily,"13.2988531, -88.3466863",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Planta ADAPCA,"13.294822, -88.334557",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,Tienda tropigas y venta de recargas Medina,"13.2997718, -88.3204725",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Agroferreteria La Fe,"13.2943727, -88.3203528",No,Retail,Retailers,6070 9120,,,,
Usulutan,Jiquilisco,Tienda JHOSEP Márquez,"13.2948997, -88.2704845",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tienda familia López,"13.2903267, -88.2745738",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tienda JHOSEP,"13.2879137, -88.2778847",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tienda Jose,"13.2877127, -88.2779762",No,Retail,Retailers,7657 4530,,,,
San Miguel,Chirilagua,Tienda la Bendición,"13.2915668, -88.1810532",No,Retail,Retailers,7499 1763,,,,
San Miguel,Chirilagua,Mary Böutique,"13.2919771, -88.1795463",No,Other,Other vendors,7408 9813,,,,
San Miguel,Chirilagua,Antojitos Mary,"13.2919956, -88.1794701",No,Food & Beverage,Restaurants,7408 9813,,,,
San Miguel,Chirilagua,Tienda La Chinita Lemus,"13.2919131, -88.1791628",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,D' Todo y Más Supertienda,"13.3033016, -88.1515098",No,Retail,Retailers,2619 9783,,,,
San Miguel,Chirilagua,Taller doctor motos,"13.2998027, -88.1574373",No,Health,Health services,-,,,,
San Miguel,Chirilagua,Carwash Cedillos,"13.30169, -88.1551983",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Taller Elizabeth de Moto y Carro y Bicicletas,"13.3012447, -88.1549691",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Los locales,"13.3020106, -88.1529645",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda Xochilth,"13.302037, -88.1529489",No,Retail,Retailers,7636 7281,,,,
San Miguel,Chirilagua,Tienda Ezequiel,"13.3036736, -88.153073",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,salón de belleza Gaby,"13.2980686, -88.1302289",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Costurera Marlen,"13.2975402, -88.1301568",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Tortilleria Medrano,"13.3018628, -88.1317995",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Studio Melek,"13.3022807, -88.1318146",No,Other,Other vendors,7757 1521,,,,
San Miguel,Chirilagua,Taller Leiva,"13.3046569, -88.1348408",No,Other,Other vendors,6823 1704,,,,
San Miguel,Chirilagua,"Tienda "" Don Meco""","13.2939292, -88.0917357",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda niña Cándita,"13.2919911, -88.0910584",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda Gerardo Ramos,"13.2958656, -88.0740874",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Pupuseria Dilcia,"13.2941019, -88.0709999",No,Food & Beverage,Restaurants,7359 9825,,,,
San Miguel,Chirilagua,Tienda Vitia,"13.2936944, -88.0713056",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Panaderia Y pizzeria La Estrechura,"13.2935758, -88.0706065",No,Food & Beverage,Restaurants,7383 9825,,,,
San Miguel,Chirilagua,Tienda Sulma,"13.2934745, -88.0697932",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Atlántic city,"13.2931785, -88.0692992",No,Tourism,Tourist destinations,-,,,,
La Union,El Carmen,Restaurante la roca,"13.3028931, -88.0345426",No,Food & Beverage,Restaurants,7273 0827,,,,
San Miguel,Chirilagua,Tienda Kenia,"13.2942275, -88.0374374",No,Retail,Retailers,-,,,,
La Union,El Carmen,Fénix Gym,"13.3016049, -88.0332664",No,Other,Other vendors,7914 3362,,,,
La Union,El Carmen,TIENDA NATHALY,"13.3022888, -88.0334057",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda Ashley,"13.2921555, -88.0476203",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda Ventura,"13.2892088, -88.0409476",No,Retail,Retailers,6067 4994,,,,
La Union,El Carmen,TIENDA LA BUENA FÉ,"13.3034079, -88.0111705",No,Retail,Retailers,-,,,,
La Union,El Carmen,Tienda josue,"13.3023457, -88.0154019",No,Retail,Retailers,-,,,,
La Union,El Carmen,TIENDA NIÑA RUBIA,"13.306514, -88.0064279",No,Retail,Retailers,-,,,,
La Union,El Carmen,Tienda Karen,"13.2998444, -88.0186921",No,Retail,Retailers,7633 3227,,,,
La Union,El Carmen,Tienda Chevez Alvarenga,"13.2978953, -87.9867205",No,Retail,Retailers,-,,,,
La Union,El Carmen,Roselyn's Pizza,"13.2959035, -87.9858153",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Panadería y Pizzería Cruz,"13.2958498, -87.9858579",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Comedor Reyes,"13.2947842, -87.985821",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Cafetín y Pupuserias Nory's,"13.2940867, -87.9857847",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Tienda Marielita,"13.2942237, -87.9860563",No,Retail,Retailers,-,,,,
La Union,El Carmen,Bar y restaurante la Curva,"13.308021, -87.9225715",No,Food & Beverage,Restaurants,7553 5046,,,,
La Union,El Carmen,Taller mecánico y estructural Amaya,"13.3094528, -87.922543",No,Other,Other vendors,-,,,,
La Union,El Carmen,CarWash Los Lichos,"13.310563, -87.917828",No,Other,Other vendors,-,,,,
La Union,El Carmen,"Del Campo. Productos lácteos, comida típica. Y otros","13.3105301, -87.9171544",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,NML Moto service,"13.3108722, -87.9172371",No,Other,Other vendors,-,,,,
La Union,El Carmen,Tienda Elizabeth,"13.3105995, -87.916183",No,Retail,Retailers,7005 1449,,,,
La Union,El Carmen,Car wash,"13.3123765, -87.9199164",No,Other,Other vendors,-,,,,
La Union,El Carmen,Restaurante y Taqueria La Mexicana,"13.2991298, -87.8940682",No,Food & Beverage,Restaurants,7794 5296,,,,
La Union,El Carmen,Comedor villatoro,"13.3053202, -87.8913633",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Tienda Rubi,"13.3068581, -87.8901922",No,Retail,Retailers,-,,,,
La Union,El Carmen,Pupuseria Alvarez,"13.3079128, -87.8890219",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Axolt Tours,"13.3068804, -87.8632232",No,Tourism,Tourist destinations,7519 0969,,,,
La Union,El Carmen,La posada de Don Payo,"13.2995603, -87.8646313",No,Accommodation,Accommodations,7734 0711,,,,
La Union,El Carmen,Tienda Patty,"13.299501, -87.8646471",No,Retail,Retailers,-,,,,
La Union,El Carmen,Sublimación y Estampados H&R,"13.3031266, -87.8635827",No,Other,Other vendors,7847 2370,,,,
La Union,El Carmen,Chalet Titanic,"13.3015915, -87.8646833",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Tienda Carlitos,"13.3026981, -87.8643733",No,Retail,Retailers,-,,,,
La Union,El Carmen,MARRY´S JOYERÍA,"13.30483, -87.862489",No,Other,Other vendors,7266 5846,,,,
La Union,El Carmen,Tienda La Bendición de Dios,"13.3008775, -87.8334453",No,Retail,Retailers,-,,,,
La Union,El Carmen,Supertienda El Farito,"13.3035991, -87.8316338",No,Retail,Retailers,-,,,,
La Union,El Carmen,La Tiendita,"13.3036349, -87.8322479",No,Retail,Retailers,7248 2244,,,,
La Union,El Carmen,TIENDA MANASES,"13.3028526, -87.8337113",No,Retail,Retailers,-,,,,
La Union,El Carmen,TIENDA SINAÍ,"13.3051499, -87.8311866",No,Retail,Retailers,-,,,,
La Union,El Carmen,Típicos Paso al Volcán,"13.305399, -87.8308142",No,Food & Beverage,Restaurants,-,,,,
La Union,El Carmen,Tienda Reinita Hernández,"13.3066075, -87.7974136",No,Retail,Retailers,-,,,,
La Union,El Carmen,Alvarez Carwash,"13.2920192, -87.8003978",No,Other,Other vendors,-,,,,
La Union,El Carmen,Súper Tienda De TODO,"13.2917112, -87.7988306",No,Retail,Retailers,-,,,,
La Union,El Carmen,Restaurante La Abuela,"13.2920805, -87.7633327",No,Food & Beverage,Restaurants,7522 0979,,,,
La Paz,San Luis La Herradura,Ramada Niña Clarita,"13.3379169, -88.9926139",No,Accommodation,Accommodations,-,,,,
La Paz,San Luis La Herradura,Rancho Edomar,"13.3414413, -88.9979289",No,Accommodation,Accommodations,7338 0572,,,,
La Paz,San Luis La Herradura,La Hola Beto's,"13.3278205, -88.9671437",No,Food & Beverage,Restaurants,7895 9493,,,,
La Paz,San Luis La Herradura,Barber Studio,"13.3295723, -88.9702007",No,Food & Beverage,Restaurants,7796 4950,,,,
La Paz,San Luis La Herradura,Farmacia Morales,"13.3297114, -88.9704109",No,Health,Health services,-,,,,
La Paz,San Luis La Herradura,Tienda y deposito carmencita,"13.3297744, -88.9705353",No,Retail,Retailers,7173 8282,,,,
La Paz,San Luis La Herradura,Tienda y licores Don Kangrejo,"13.3294067, -88.9704816",No,Retail,Retailers,6001 3836,,,,
La Paz,San Luis La Herradura,Farmacias San Antonio,"13.3294313, -88.9705517",No,Health,Health services,6050 0998,,,,
La Paz,San Luis La Herradura,Sarita Helado,"13.3294892, -88.9706195",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Luis La Herradura,OASIS COSTA DEL SOL,"13.3294928, -88.9706701",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Luis La Herradura,La Esquina Romana,"13.3292897, -88.9708662",No,Food & Beverage,Restaurants,7863 6021,,,,
La Paz,San Luis La Herradura,Pupuseria freda,"13.3300112, -88.9713641",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Luis La Herradura,Ferretería Ramírez,"13.3189998, -88.9463504",No,Retail,Retailers,2352 6031,,,,
La Paz,San Luis La Herradura,Tetos Tour,"13.323037, -88.9464804",No,Tourism,Tourist destinations,7745 1183,,,,
La Paz,San Luis La Herradura,Marina del Tesoro,"13.3241205, -88.9497218",No,Food & Beverage,Restaurants,7840 1820,,,,
La Paz,San Luis La Herradura,CrisBarberShop,"13.3430153, -88.8777641",No,Food & Beverage,Restaurants,6179 1775,,,,
Usulutan,Jiquilisco,Tienda Nuñez,"13.3320413, -88.6984727",No,Retail,Retailers,7395 2330,,,,
Usulutan,Jiquilisco,Despacho Jurídico Reyes Granados,"13.3328962, -88.6989975",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,Tienda reyes,"13.3325629, -88.6980228",No,Retail,Retailers,7327 6293,,,,
Usulutan,Jiquilisco,Tienda Vanessa,"13.333057, -88.6950324",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tienda toñita,"13.3336553, -88.6567716",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tienda Benitez,"13.3359427, -88.6474586",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Pasteleria Dulces Momentos San Hilario,"13.335906, -88.6501041",No,Food & Beverage,Restaurants,7268 8767,,,,
Usulutan,Jiquilisco,Cervecería beso negro,"13.3309906, -88.6520646",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Tacos La Anímala,"13.3279584, -88.5760754",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Finca y cerveseria marroquín,"13.3276988, -88.576206",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Pupuseria el guanaco 503,"13.3298874, -88.5511015",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Semillas de Marañón '' El Ceibo '',"13.3311472, -88.5499787",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Venta De Semilla De Marañon La Bendicion .,"13.3313276, -88.5501376",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Semilla de marañon la chikistrikis,"13.3313375, -88.5501406",No,Food & Beverage,Restaurants,7036 3778,,,,
Usulutan,Jiquilisco,Semilla de marañon axelito,"13.3314907, -88.5505185",No,Food & Beverage,Restaurants,7797 9057,,,,
Usulutan,Jiquilisco,La Taberna De Willy,"13.3300749, -88.5483331",No,Food & Beverage,Restaurants,7517 3463,,,,
